Mod:Item:MetaData, Localized Name
enderio:block_not_pasture_fused_glass:3, Quite Clear Glass
enderio:block_not_pasture_fused_glass:4, Quite Clear Glass
enderio:block_not_pasture_fused_glass:5, Quite Clear Glass
enderio:block_not_pasture_fused_glass:6, Quite Clear Glass
enderio:block_not_pasture_fused_glass:7, Quite Clear Glass
enderio:block_not_pasture_fused_glass:8, Quite Clear Glass
enderio:block_not_pasture_fused_glass:9, Quite Clear Glass
enderio:block_not_pasture_fused_glass:10, Quite Clear Glass
enderio:block_not_pasture_fused_glass:11, Quite Clear Glass
enderio:block_not_pasture_fused_glass:12, Quite Clear Glass
enderio:block_not_pasture_fused_glass:13, Quite Clear Glass
enderio:block_not_pasture_fused_glass:14, Quite Clear Glass
enderio:block_not_pasture_fused_glass:15, Quite Clear Glass
enderio:block_not_pasture_enlightened_fused_quartz:0, Enlightened Fused Quartz
enderio:block_not_pasture_enlightened_fused_quartz:1, Enlightened Fused Quartz
enderio:block_not_pasture_enlightened_fused_quartz:2, Enlightened Fused Quartz
enderio:block_not_pasture_enlightened_fused_quartz:3, Enlightened Fused Quartz
enderio:block_not_pasture_enlightened_fused_quartz:4, Enlightened Fused Quartz
enderio:block_not_pasture_enlightened_fused_quartz:5, Enlightened Fused Quartz
enderio:block_not_pasture_enlightened_fused_quartz:6, Enlightened Fused Quartz
enderio:block_not_pasture_enlightened_fused_quartz:7, Enlightened Fused Quartz
enderio:block_not_pasture_enlightened_fused_quartz:8, Enlightened Fused Quartz
enderio:block_not_pasture_enlightened_fused_quartz:9, Enlightened Fused Quartz
enderio:block_not_pasture_enlightened_fused_quartz:10, Enlightened Fused Quartz
enderio:block_not_pasture_enlightened_fused_quartz:11, Enlightened Fused Quartz
enderio:block_not_pasture_enlightened_fused_quartz:12, Enlightened Fused Quartz
enderio:block_not_pasture_enlightened_fused_quartz:13, Enlightened Fused Quartz
enderio:block_not_pasture_enlightened_fused_quartz:14, Enlightened Fused Quartz
enderio:block_not_pasture_enlightened_fused_quartz:15, Enlightened Fused Quartz
enderio:block_not_pasture_enlightened_fused_glass:0, Enlightened Clear Glass
enderio:block_not_pasture_enlightened_fused_glass:1, Enlightened Clear Glass
enderio:block_not_pasture_enlightened_fused_glass:2, Enlightened Clear Glass
enderio:block_not_pasture_enlightened_fused_glass:3, Enlightened Clear Glass
enderio:block_not_pasture_enlightened_fused_glass:4, Enlightened Clear Glass
enderio:block_not_pasture_enlightened_fused_glass:5, Enlightened Clear Glass
enderio:block_not_pasture_enlightened_fused_glass:6, Enlightened Clear Glass
enderio:block_not_pasture_enlightened_fused_glass:7, Enlightened Clear Glass
enderio:block_not_pasture_enlightened_fused_glass:8, Enlightened Clear Glass
enderio:block_not_pasture_enlightened_fused_glass:9, Enlightened Clear Glass
enderio:block_not_pasture_enlightened_fused_glass:10, Enlightened Clear Glass
enderio:block_not_pasture_enlightened_fused_glass:11, Enlightened Clear Glass
enderio:block_not_pasture_enlightened_fused_glass:12, Enlightened Clear Glass
enderio:block_not_pasture_enlightened_fused_glass:13, Enlightened Clear Glass
enderio:block_not_pasture_enlightened_fused_glass:14, Enlightened Clear Glass
enderio:block_not_pasture_enlightened_fused_glass:15, Enlightened Clear Glass
enderio:block_not_pasture_dark_fused_quartz:0, Dark Fused Quartz
enderio:block_not_pasture_dark_fused_quartz:1, Dark Fused Quartz
enderio:block_not_pasture_dark_fused_quartz:2, Dark Fused Quartz
enderio:block_not_pasture_dark_fused_quartz:3, Dark Fused Quartz
enderio:block_not_pasture_dark_fused_quartz:4, Dark Fused Quartz
enderio:block_not_pasture_dark_fused_quartz:5, Dark Fused Quartz
enderio:block_not_pasture_dark_fused_quartz:6, Dark Fused Quartz
enderio:block_not_pasture_dark_fused_quartz:7, Dark Fused Quartz
enderio:block_not_pasture_dark_fused_quartz:8, Dark Fused Quartz
enderio:block_not_pasture_dark_fused_quartz:9, Dark Fused Quartz
enderio:block_not_pasture_dark_fused_quartz:10, Dark Fused Quartz
enderio:block_not_pasture_dark_fused_quartz:11, Dark Fused Quartz
enderio:block_not_pasture_dark_fused_quartz:12, Dark Fused Quartz
enderio:block_not_pasture_dark_fused_quartz:13, Dark Fused Quartz
enderio:block_not_pasture_dark_fused_quartz:14, Dark Fused Quartz
enderio:block_not_pasture_dark_fused_quartz:15, Dark Fused Quartz
enderio:block_not_pasture_dark_fused_glass:0, Dark Clear Glass
enderio:block_not_pasture_dark_fused_glass:1, Dark Clear Glass
enderio:block_not_pasture_dark_fused_glass:2, Dark Clear Glass
enderio:block_not_pasture_dark_fused_glass:3, Dark Clear Glass
enderio:block_not_pasture_dark_fused_glass:4, Dark Clear Glass
enderio:block_not_pasture_dark_fused_glass:5, Dark Clear Glass
enderio:block_not_pasture_dark_fused_glass:6, Dark Clear Glass
enderio:block_not_pasture_dark_fused_glass:7, Dark Clear Glass
enderio:block_not_pasture_dark_fused_glass:8, Dark Clear Glass
enderio:block_not_pasture_dark_fused_glass:9, Dark Clear Glass
enderio:block_not_pasture_dark_fused_glass:10, Dark Clear Glass
enderio:block_not_pasture_dark_fused_glass:11, Dark Clear Glass
enderio:block_not_pasture_dark_fused_glass:12, Dark Clear Glass
enderio:block_not_pasture_dark_fused_glass:13, Dark Clear Glass
enderio:block_not_pasture_dark_fused_glass:14, Dark Clear Glass
enderio:block_not_pasture_dark_fused_glass:15, Dark Clear Glass
enderio:item_soul_vial, 灵魂瓶
enderio:block_detector_block:0, 方块检测器
enderio:block_detector_block_silent:0, 方块检测器（无声）
enderio:item_dark_steel_helmet, 玄钢头盔
enderio:item_dark_steel_chestplate, 玄钢胸甲
enderio:item_dark_steel_leggings, 玄钢护腿
enderio:item_dark_steel_boots, 玄钢靴子
enderio:item_dark_steel_shield, 玄钢盾
enderio:item_dark_steel_sword, 终结之剑
enderio:item_dark_steel_pickaxe, 玄钢镐
enderio:item_dark_steel_axe, 玄钢斧
enderio:item_dark_steel_bow, 玄钢弓
enderio:item_dark_steel_shears, 玄钢剪
enderio:item_dark_steel_treetap, 玄钢树脂提取器
enderio:item_dark_steel_crook, 玄钢勾
enderio:item_dark_steel_hand, 玄钢反铲
enderio:item_inventory_charger_simple, 简易物品栏充能器
enderio:item_inventory_charger_basic, 基础物品栏充能器
enderio:item_inventory_charger, 物品栏充能器
enderio:item_inventory_charger_vibrant, 脉冲物品栏充能器
enderio:item_end_steel_sword, 终结之剑Ⅱ型
enderio:item_end_steel_pickaxe, 末影钢镐
enderio:item_end_steel_axe, 末影钢斧
enderio:item_end_steel_bow, 末影钢弓
enderio:item_end_steel_helmet, 末影钢头盔
enderio:item_end_steel_chestplate, 末影钢胸甲
enderio:item_end_steel_leggings, 末影钢护腿
enderio:item_end_steel_boots, 末影钢靴子
enderio:item_end_steel_shield, 末影钢盾
enderio:item_staff_of_levity:0, 飘浮权杖
enderio:item_staff_of_levity:0, 飘浮权杖
enderio:item_dark_steel_upgrade:0, 空白玄钢升级
enderio:item_dark_steel_upgrade:1, 玄钢升级“微型玄钢砧”
enderio:item_dark_steel_upgrade:1, 玄钢升级“微型玄钢砧”
enderio:item_dark_steel_upgrade:1, 玄钢升级“迷你玄钢砧”
enderio:item_dark_steel_upgrade:1, 玄钢升级“迷你玄钢砧”
enderio:item_dark_steel_upgrade:1, 玄钢升级“口袋玄钢砧”
enderio:item_dark_steel_upgrade:1, 玄钢升级“口袋玄钢砧”
enderio:item_dark_steel_upgrade:1, 玄钢升级“地毯”
enderio:item_dark_steel_upgrade:1, 玄钢升级“地毯”
enderio:item_dark_steel_upgrade:1, 玄钢升级“深度”
enderio:item_dark_steel_upgrade:1, 玄钢升级“深度”
enderio:item_dark_steel_upgrade:1, 玄钢升级“存入”
enderio:item_dark_steel_upgrade:1, 玄钢升级“存入”
enderio:item_dark_steel_upgrade:1, 玄钢升级“鞘翅”
enderio:item_dark_steel_upgrade:1, 玄钢升级“鞘翅”
enderio:item_dark_steel_upgrade:1, 玄钢升级“注能 I”
enderio:item_dark_steel_upgrade:1, 玄钢升级“注能 I”
enderio:item_dark_steel_upgrade:1, 玄钢升级“注能 II”
enderio:item_dark_steel_upgrade:1, 玄钢升级“注能 II”
enderio:item_dark_steel_upgrade:1, 玄钢升级“注能 III”
enderio:item_dark_steel_upgrade:1, 玄钢升级“注能 III”
enderio:item_dark_steel_upgrade:1, 玄钢升级“注能 IV”
enderio:item_dark_steel_upgrade:1, 玄钢升级“注能 IV”
enderio:item_dark_steel_upgrade:1, 玄钢升级“注能 V”
enderio:item_dark_steel_upgrade:1, 玄钢升级“注能 V”
enderio:item_dark_steel_upgrade:1, 玄钢升级“滑翔”
enderio:item_dark_steel_upgrade:1, 玄钢升级“滑翔”
enderio:item_dark_steel_upgrade:1, 玄钢升级“叉子”
enderio:item_dark_steel_upgrade:1, 玄钢升级“叉子”
enderio:item_dark_steel_upgrade:1, 玄钢升级“物品栏 I”
enderio:item_dark_steel_upgrade:1, 玄钢升级“物品栏 I”
enderio:item_dark_steel_upgrade:1, 玄钢升级“物品栏 II”
enderio:item_dark_steel_upgrade:1, 玄钢升级“物品栏 II”
enderio:item_dark_steel_upgrade:1, 玄钢升级“物品栏 III”
enderio:item_dark_steel_upgrade:1, 玄钢升级“物品栏 III”
enderio:item_dark_steel_upgrade:1, 玄钢升级“跳跃”
enderio:item_dark_steel_upgrade:1, 玄钢升级“跳跃”
enderio:item_dark_steel_upgrade:1, 玄钢升级“跳跃 II”
enderio:item_dark_steel_upgrade:1, 玄钢升级“跳跃 II”
enderio:item_dark_steel_upgrade:1, 玄钢升级“跳跃 III”
enderio:item_dark_steel_upgrade:1, 玄钢升级“跳跃 III”
enderio:item_dark_steel_upgrade:1, 玄钢升级“夜视”
enderio:item_dark_steel_upgrade:1, 玄钢升级“夜视”
enderio:item_dark_steel_upgrade:1, 玄钢升级“隔音”
enderio:item_dark_steel_upgrade:1, 玄钢升级“隔音”
enderio:item_dark_steel_upgrade:1, 玄钢升级“声波定位”
enderio:item_dark_steel_upgrade:1, 玄钢升级“声波定位”
enderio:item_dark_steel_upgrade:1, 玄钢升级“速度”
enderio:item_dark_steel_upgrade:1, 玄钢升级“速度”
enderio:item_dark_steel_upgrade:1, 玄钢升级“速度 II”
enderio:item_dark_steel_upgrade:1, 玄钢升级“速度 II”
enderio:item_dark_steel_upgrade:1, 玄钢升级“速度 III”
enderio:item_dark_steel_upgrade:1, 玄钢升级“速度 III”
enderio:item_dark_steel_upgrade:1, 玄钢升级“勺子”
enderio:item_dark_steel_upgrade:1, 玄钢升级“勺子”
enderio:item_dark_steel_upgrade:1, 玄钢升级“步行辅助（自动跳跃）”
enderio:item_dark_steel_upgrade:1, 玄钢升级“步行辅助（自动跳跃）”
enderio:item_dark_steel_upgrade:1, 玄钢升级“脚蹼”
enderio:item_dark_steel_upgrade:1, 玄钢升级“脚蹼”
enderio:item_dark_steel_upgrade:1, 玄钢升级“爆炸 I”
enderio:item_dark_steel_upgrade:1, 玄钢升级“爆炸 I”
enderio:item_dark_steel_upgrade:1, 玄钢升级“爆炸 II”
enderio:item_dark_steel_upgrade:1, 玄钢升级“爆炸 II”
enderio:item_dark_steel_upgrade:1, 玄钢升级“爆炸 III”
enderio:item_dark_steel_upgrade:1, 玄钢升级“爆炸 III”
enderio:item_dark_steel_upgrade:1, 玄钢升级“爆炸 IV”
enderio:item_dark_steel_upgrade:1, 玄钢升级“爆炸 IV”
enderio:item_dark_steel_upgrade:1, 玄钢升级“爆炸 V”
enderio:item_dark_steel_upgrade:1, 玄钢升级“爆炸 V”
enderio:item_dark_steel_upgrade:1, 玄钢升级“检测器”
enderio:item_dark_steel_upgrade:1, 玄钢升级“检测器”
enderio:item_dark_steel_upgrade:1, 玄钢升级“旅行”
enderio:item_dark_steel_upgrade:1, 玄钢升级“旅行”
enderio:item_owl_egg, 猫头鹰蛋
enderio:block_alloy_endergy:0, 粗钢块
enderio:block_alloy_endergy:1, 晶化合金块
enderio:block_alloy_endergy:2, 旋律合金块
enderio:block_alloy_endergy:3, 恒星合金块
enderio:block_alloy_endergy:4, 晶化粉红史莱姆块
enderio:block_alloy_endergy:5, 充能银块
enderio:block_alloy_endergy:6, 生动合金块
enderio:item_alloy_endergy_ingot:0, 粗钢锭
enderio:item_alloy_endergy_ingot:1, 晶化合金锭
enderio:item_alloy_endergy_ingot:2, 旋律合金锭
enderio:item_alloy_endergy_ingot:3, 恒星合金锭
enderio:item_alloy_endergy_ingot:4, 晶化粉红史莱姆锭
enderio:item_alloy_endergy_ingot:5, 充能银锭
enderio:item_alloy_endergy_ingot:6, 生动合金锭
enderio:item_alloy_endergy_nugget:0, 粗钢粒
enderio:item_alloy_endergy_nugget:1, 晶化合金粒
enderio:item_alloy_endergy_nugget:2, 旋律合金粒
enderio:item_alloy_endergy_nugget:3, 恒星合金粒
enderio:item_alloy_endergy_nugget:4, 晶化粉红史莱姆粒
enderio:item_alloy_endergy_nugget:5, 充能银粒
enderio:item_alloy_endergy_nugget:6, 生动合金粒
enderio:item_alloy_endergy_ball:0, 粗钢磨珠
enderio:item_alloy_endergy_ball:1, 晶化合金磨珠
enderio:item_alloy_endergy_ball:2, 旋律合金磨珠
enderio:item_alloy_endergy_ball:3, 恒星合金磨珠
enderio:item_alloy_endergy_ball:4, 晶化粉红史莱姆磨珠
enderio:item_alloy_endergy_ball:5, 充能银磨珠
enderio:item_alloy_endergy_ball:6, 生动合金磨珠
enderio:item_item_conduit:0, 物品导管
enderio:item_liquid_conduit:0, 液体导管
enderio:item_liquid_conduit:1, 高压液体导管
enderio:item_liquid_conduit:2, 末影液体导管
enderio:item_power_conduit:0, 高压能量导管 [HV]
enderio:item_power_conduit:1, 涌流压能量导管 [SuV]
enderio:item_power_conduit:2, 剧差压能量导管 [LuV]
enderio:item_redstone_conduit:0, 红石导管
enderio:item_extract_speed_upgrade:0, 导管速度升级
enderio:item_extract_speed_downgrade:0, 导管速度降级
enderio:block_cap_bank:0, 创造模式电容库
enderio:block_cap_bank:1, 基础电容库
enderio:block_cap_bank:1, 基础电容库
enderio:block_cap_bank:2, 电容库
enderio:block_cap_bank:2, 电容库
enderio:block_cap_bank:3, 脉冲电容库
enderio:block_cap_bank:3, 脉冲电容库
enderio:block_gauge, 能量存量计
enderio:block_power_monitor, 能量监控器
enderio:block_advanced_power_monitor, 图形化能量监控器
enderio:item_me_conduit:0, ME 导管
enderio:item_me_conduit:1, 致密 ME 导管
enderio:item_capacitor_grainy, 基岩粉电容
enderio:item_capacitor_crystalline, 晶化合金电容
enderio:item_capacitor_melodic, 旋律合金电容
enderio:item_capacitor_stellar, 恒星合金电容
enderio:item_capacitor_totemic, 不死图腾电容
enderio:item_endergy_conduit:0, 超低压能量导管 [ULV]
enderio:item_endergy_conduit:1, 低压能量导管 [LV]
enderio:item_endergy_conduit:2, 次中压能量导管 [IMV]
enderio:item_endergy_conduit:3, 中压能量导管 [MV]
enderio:item_endergy_conduit:4, 强高压能量导管 [SV]
enderio:item_endergy_conduit:5, 极高压能量导管 [PHV]
enderio:item_endergy_conduit:6, 超高压能量导管 [EV]
enderio:item_endergy_conduit:7, 强导压能量导管 [IV]
enderio:item_endergy_conduit:8, 零点压能量导管 [ZPM]
enderio:item_endergy_conduit:9, 极限压能量导管 [UV]
enderio:item_endergy_conduit:10, 谐律压能量导管 [RV]
enderio:item_endergy_conduit:11, 上限压能量导管 [MAX]
enderio:item_capacitor_silver, 银质电容
enderio:item_capacitor_energetic_silver, 充能银电容
enderio:item_capacitor_vivid, 生动合金电容
enderio:item_stellar_alloy_sword, 终结之剑 IV 型
enderio:item_stellar_alloy_pickaxe, 恒星合金镐
enderio:item_stellar_alloy_axe, 恒星合金斧
enderio:item_stellar_alloy_helmet, 恒星合金头盔
enderio:item_stellar_alloy_boots, 恒星合金靴子
enderio:item_stellar_alloy_chestplate, 恒星合金胸甲
enderio:item_stellar_alloy_leggings, 恒星合金护腿
endreborn:item_ingot_endorium, 终末锭
endreborn:item_shard_obsidian, 黑曜石碎片
endreborn:item_raw_endorium, 原生终末粒
endreborn:item_dragonite_seeds, 龙梅种子
endreborn:item_advanced_ender_pearl, 高级末影珍珠
endreborn:item_end_essence, 末地精华
endreborn:item_end_shard, 末影碎片
endreborn:item_end_rune, 末影符文
endreborn:item_lormyte_crystal, 洛米特水晶
endreborn:item_ingot_wolframium, 钨锭
endreborn:item_ender_string, 生命之线
endreborn:item_world_mirror, 世界之镜
endreborn:item_dragonite_tea, 龙梅茶
endreborn:item_angel_feather, 天使之羽
endreborn:dragon_scales, 龙鳞
endreborn:death_essence, 熵之本质
endreborn:ingot_infused, Infused Endorium
endreborn:sword_shard, Broken Sword Part
endreborn:catalyst, 黑曜石粉
endreborn:end_record, 末影唱片
endreborn:wolframium_nugget, Tungsten Nugget
endreborn:tool_pickaxe_endorium, 终末镐
endreborn:tool_sword_endorium, 终末剑
endreborn:tool_hoe_endorium, 终末锄
endreborn:tool_axe_endorium, 终末斧
endreborn:tool_shovel_endorium, 终末铲
endreborn:tool_hammer_iron, 大锤
endreborn:ender_bow, 末影弓
endreborn:ender_sword, 末地术士巴克莱之剑
endreborn:tool_magnifier, 马尼蒂斯
endreborn:tool_pickaxe_wolframium, 钨镐
endreborn:tool_sword_wolframium, 钨剑
endreborn:tool_hoe_wolframium, 钨锄
endreborn:tool_axe_wolframium, 钨斧
endreborn:tool_shovel_wolframium, 钨铲
endreborn:entropy_wand, 熵之杖
endreborn:armour_chestplate_obsidian, 黑曜石胸甲
endreborn:armour_leggings_obsidian, 黑曜石护腿
endreborn:armour_boots_obsidian, 黑曜石靴子
endreborn:armour_helmet_helmet, 黑曜石头盔
endreborn:armour_chestplate_dragon, 龙鳞胸甲
endreborn:armour_leggings_dragon, 龙鳞护腿
endreborn:armour_boots_dragon, 龙鳞靴子
endreborn:armour_helmet_dragon, 龙鳞头盔
endreborn:food_ender_flesh, 末影腐肉
endreborn:food_dragonite_berries, 龙梅浆果
endreborn:food_chorus_soup, 紫颂汤
endreborn:block_endorium, 终末块
endreborn:block_end_stone_smooth, 平滑末地石
endreborn:block_end_stone_pillar, 末地石柱
endreborn:block_purpur_lamp, 紫珀灯
endreborn:crop_ender_flower, 末影花
endreborn:crop_dragonite, 龙梅
endreborn:block_essence_ore, 精华矿
endreborn:block_phantom, 幽灵方块
endreborn:block_entropy_end_stone, 熵之末地石
endreborn:block_lormyte_crystal, 洛米特块
endreborn:block_decorative_lormyte, 洛米特块（装饰用）
endreborn:block_wolframium, 钨块
endreborn:block_wolframium_ore, 簇生钨矿石
endreborn:block_rune, 符文块
endreborn:block_end_magma, 末地岩浆块
endreborn:block_end_forge, 虚空冶炼炉
endreborn:dragon_essence, 龙之精华矿
endreborn:entropy_user, 物质实化机
endreborn:broken_ender_flower, Broken Enderemus
endreborn:chiseled_end_bricks, Chiseled End Bricks
endreborn:e_end_bricks_stairs, 末地石台阶
endreborn:smooth_end_stone_stairs, 平滑末地石台阶
endreborn:e_end_bricks_wall, 末地石墙
endreborn:e_purpur_wall, 紫珀墙
endreborn:smooth_end_stone_wall, 平滑末地石墙
entangled:block, 缠联中枢
entangled:item, 缠联绑定器
projecte:alchemical_chest, 炼金术箱子
projecte:collector_mk1, 能量收集器 MK1
projecte:collector_mk2, 能量收集器 MK2
projecte:collector_mk3, 能量收集器 MK3
projecte:condenser_mk1, 能量凝聚器
projecte:condenser_mk2, 能量凝聚器 MK2
projecte:dm_furnace, 暗物质熔炉
projecte:dm_pedestal, 暗物质台座
projecte:fuel_block:0, 炼金煤炭块
projecte:fuel_block:1, 莫比乌斯燃料块
projecte:fuel_block:2, 永恒燃料块
projecte:interdiction_torch, 禁止火把
projecte:matter_block:0, 暗物质方块
projecte:matter_block:1, 红物质方块
projecte:nova_catalyst, 爆破新星
projecte:nova_cataclysm, 灾难新星
projecte:relay_mk1, 反物质继电器 MK1
projecte:relay_mk2, 反物质继电器 MK2
projecte:relay_mk3, 反物质继电器 MK3
projecte:rm_furnace, 红物质熔炉
projecte:transmutation_table, 转化桌
projecte:item.pe_philosophers_stone, 贤者之石
projecte:item.pe_alchemical_bag:0, 炼金术之袋 (白色)
projecte:item.pe_alchemical_bag:1, 炼金术之袋 (橙色)
projecte:item.pe_alchemical_bag:2, 炼金术之袋 (品红色)
projecte:item.pe_alchemical_bag:3, 炼金术之袋 (淡蓝色)
projecte:item.pe_alchemical_bag:4, 炼金术之袋 (黄色)
projecte:item.pe_alchemical_bag:5, 炼金术之袋 (黄绿色)
projecte:item.pe_alchemical_bag:6, 炼金术之袋 (粉红色)
projecte:item.pe_alchemical_bag:7, 炼金术之袋 (灰色)
projecte:item.pe_alchemical_bag:8, 炼金术之袋 (淡灰色)
projecte:item.pe_alchemical_bag:9, 炼金术之袋 (青色)
projecte:item.pe_alchemical_bag:10, 炼金术之袋 (紫色)
projecte:item.pe_alchemical_bag:11, 炼金术之袋 (蓝色)
projecte:item.pe_alchemical_bag:12, 炼金术之袋 (棕色)
projecte:item.pe_alchemical_bag:13, 炼金术之袋 (绿色)
projecte:item.pe_alchemical_bag:14, 炼金术之袋 (红色)
projecte:item.pe_alchemical_bag:15, 炼金术之袋 (黑色)
projecte:item.pe_repair_talisman, 修复护符
projecte:item.pe_klein_star:0, 一级卡莱恩能量之星
projecte:item.pe_klein_star:1, 二级卡莱恩能量之星
projecte:item.pe_klein_star:2, 三级卡莱恩能量之星
projecte:item.pe_klein_star:3, 四级卡莱恩能量之星
projecte:item.pe_klein_star:4, 五级卡莱恩能量之星
projecte:item.pe_klein_star:5, 六级卡莱恩能量之星
projecte:item.pe_fuel:0, 炼金煤炭
projecte:item.pe_fuel:1, 莫比乌斯燃料
projecte:item.pe_fuel:2, 永恒燃料
projecte:item.pe_covalence_dust:0, 低等共价粉
projecte:item.pe_covalence_dust:1, 中等共价粉
projecte:item.pe_covalence_dust:2, 高等共价粉
projecte:item.pe_matter:0, 暗物质
projecte:item.pe_matter:1, 红物质
projecte:item.pe_dm_pick, 暗物质镐
projecte:item.pe_dm_axe, 暗物质斧
projecte:item.pe_dm_shovel, 暗物质锹
projecte:item.pe_dm_sword, 暗物质剑
projecte:item.pe_dm_hoe, 暗物质锄
projecte:item.pe_dm_shears, 暗物质剪刀
projecte:item.pe_dm_hammer, 暗物质锤
projecte:item.pe_rm_pick, 红物质镐
projecte:item.pe_rm_axe, 红物质斧
projecte:item.pe_rm_shovel, 红物质锹
projecte:item.pe_rm_sword, 红物质剑
projecte:item.pe_rm_hoe, 红物质锄
projecte:item.pe_rm_shears, 红物质剪刀
projecte:item.pe_rm_hammer, 红物质锤
projecte:item.pe_rm_katar, 红物质拳剑
projecte:item.pe_rm_morning_star, 红物质钉头锤
projecte:item.pe_dm_armor_3, 暗物质头盔
projecte:item.pe_dm_armor_2, 暗物质胸甲
projecte:item.pe_dm_armor_1, 暗物质护腿
projecte:item.pe_dm_armor_0, 暗物质靴子
projecte:item.pe_rm_armor_3, 红物质头盔
projecte:item.pe_rm_armor_2, 红物质胸甲
projecte:item.pe_rm_armor_1, 红物质护腿
projecte:item.pe_rm_armor_0, 红物质靴子
projecte:item.pe_gem_armor_3, 深渊头盔
projecte:item.pe_gem_armor_2, 炼狱胸甲
projecte:item.pe_gem_armor_1, 重力护腿
projecte:item.pe_gem_armor_0, 飓风长靴
projecte:item.pe_ring_iron_band, 铁指环
projecte:item.pe_black_hole, 黑洞指环
projecte:item.pe_archangel_smite, 大天使的惩戒
projecte:item.pe_harvest_god, 丰收女神戒指
projecte:item.pe_ignition, 烈焰指环
projecte:item.pe_zero_ring, 零度指环
projecte:item.pe_swrg, 疾风戒指
projecte:item.pe_time_watch, 时间洪流怀表
projecte:item.pe_gem_density, 以太密度宝石
projecte:item.pe_divining_rod_1, 探知之杖（初级）
projecte:item.pe_divining_rod_2, 探知之杖（中极）
projecte:item.pe_divining_rod_3, 探知之杖（高级）
projecte:item.pe_mercurial_eye, 墨丘利之眼
projecte:item.pe_void_ring, 虚空指环
projecte:item.pe_arcana_ring, 奥法指环
projecte:item.pe_body_stone, 身之宝石
projecte:item.pe_soul_stone, 灵魂宝石
projecte:item.pe_mind_stone, 念之宝石
projecte:item.pe_life_stone, 生命宝石
projecte:item.pe_evertide_amulet, 潮汐护符
projecte:item.pe_volcanite_amulet, 熔焰护符
projecte:item.pe_water_orb, 潮汐宝珠
projecte:item.pe_lava_orb, 熔焰宝珠
projecte:item.pe_randomizer, 异变宝珠
projecte:item.pe_lens_explosive, 烈性宝珠
projecte:item.pe_fire_projectile, item.pe_fire_projectile.name
projecte:item.pe_wind_projectile, item.pe_wind_projectile.name
projecte:item.pe_destruction_catalyst, 毁灭燧石
projecte:item.pe_hyperkinetic_lens, 不稳定水晶
projecte:item.pe_catalitic_lens, 催化水晶
projecte:item.pe_tome, 炼金术秘卷
projecte:item.pe_transmutation_tablet, 便携式转化桌
projecte:item.pe_manual, 炼金术士之书[WIP]
equivalentintegrations:transmutation_chamber, 转化处理仓
equivalentintegrations:transmutation_disassembler, 转化分解器
equivalentintegrations:transmutation_generator, 转化发电机
equivalentintegrations:soulbound_talisman, 等价绑定符
equivalentintegrations:alchemical_algorithms, 炼金算法术册
equivalentintegrations:efficiency_catalyst, 效率催化卡
equivalentintegrations:conjuration_assembler, 咒法成型装置
everlastingabilities:ability_totem, 能力图腾
everlastingabilities:ability_bottle, 能力瓶
storagedrawers:upgrade_template, 升级模板
storagedrawers:upgrade_storage:0, 抽屉容量升级（I）
storagedrawers:upgrade_storage:1, 抽屉容量升级（II）
storagedrawers:upgrade_storage:2, 抽屉容量升级（III）
storagedrawers:upgrade_storage:3, 抽屉容量升级（IV）
storagedrawers:upgrade_storage:4, 抽屉容量升级（V）
storagedrawers:upgrade_one_stack, 存储降级
storagedrawers:upgrade_status:0, 状态显示升级（I）
storagedrawers:upgrade_status:1, 状态显示升级（II）
storagedrawers:upgrade_void, 清空升级
storagedrawers:upgrade_conversion, 转换升级
storagedrawers:upgrade_creative:0, 创造模式容量升级
storagedrawers:upgrade_creative:1, 创造模式取出升级
storagedrawers:upgrade_redstone:0, 红石升级
storagedrawers:upgrade_redstone:1, 红石升级（最大）
storagedrawers:upgrade_redstone:2, 红石升级（最小）
storagedrawers:drawer_key, 抽屉钥匙
storagedrawers:shroud_key, 屏蔽钥匙
storagedrawers:personal_key, 私人钥匙
storagedrawers:quantify_key, 量化钥匙
storagedrawers:tape, 打包带
storagedrawers:basicdrawers:0, 基础抽屉
storagedrawers:basicdrawers:0, 基础抽屉
storagedrawers:basicdrawers:0, 基础抽屉
storagedrawers:basicdrawers:0, 基础抽屉
storagedrawers:basicdrawers:0, 基础抽屉
storagedrawers:basicdrawers:0, 基础抽屉
storagedrawers:basicdrawers:1, 1x2 基础抽屉
storagedrawers:basicdrawers:1, 1x2 基础抽屉
storagedrawers:basicdrawers:1, 1x2 基础抽屉
storagedrawers:basicdrawers:1, 1x2 基础抽屉
storagedrawers:basicdrawers:1, 1x2 基础抽屉
storagedrawers:basicdrawers:1, 1x2 基础抽屉
storagedrawers:basicdrawers:2, 2x2 基础抽屉
storagedrawers:basicdrawers:2, 2x2 基础抽屉
storagedrawers:basicdrawers:2, 2x2 基础抽屉
storagedrawers:basicdrawers:2, 2x2 基础抽屉
storagedrawers:basicdrawers:2, 2x2 基础抽屉
storagedrawers:basicdrawers:2, 2x2 基础抽屉
storagedrawers:basicdrawers:3, 1x2 小型基础抽屉
storagedrawers:basicdrawers:3, 1x2 小型基础抽屉
storagedrawers:basicdrawers:3, 1x2 小型基础抽屉
storagedrawers:basicdrawers:3, 1x2 小型基础抽屉
storagedrawers:basicdrawers:3, 1x2 小型基础抽屉
storagedrawers:basicdrawers:3, 1x2 小型基础抽屉
storagedrawers:basicdrawers:4, 2x2 小型基础抽屉
